0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
0.24, 0.70, 0.25, 0.48, 0.40, 0.26, 0.57, 0.52, 0.52, 0.27, 0.49, 0.36, 0.40, 0.67, 0.15, 0.39, 0.47, 0.42, 0.63, 0.23, 0.25, 0.44, 0.69, 0.45, 0.24, 0.29, 0.50, 0.57, 0.51, 0.28, 0.51, 0.37, 0.30, 0.71, 0.14, 0.29, 0.57, 0.60, 0.41, 0.25, 0.14, 0.73, 0.32, 0.34, 0.47, 
